ZIP_CODE,CITY,STATE,LAT,LONG
1463,PEPPERELL,MA,42.6689,-71.5934
1464,SHIRLEY,MA,42.5734,-71.6483
1467,STILL RIVER,MA,42.4871,-71.6131
1468,TEMPLETON,MA,42.546,-72.065
1469,TOWNSEND,MA,42.6525,-71.6896
1470,GROTON,MA,42.6112,-71.5745
1471,GROTON,MA,42.6112,-71.5745
1472,WEST GROTON,MA,42.6043,-71.6273
1473,WESTMINSTER,MA,42.5483,-71.9096
1474,WEST TOWNSEND,MA,42.6678,-71.7522
1475,WINCHENDON,MA,42.6789,-72.0475
1501,AUBURN,MA,42.2055,-71.8391
1503,BERLIN,MA,42.3844,-71.6356
1504,BLACKSTONE,MA,42.0287,-71.5269
1505,BOYLSTON,MA,42.3377,-71.731
1506,BROOKFIELD,MA,42.1991,-72.0989
1507,CHARLTON,MA,42.1379,-71.9664
1508,CHARLTON CITY,MA,42.1459,-71.9884
1509,CHARLTON DEPOT,MA,42.1731,-71.9787
1510,CLINTON,MA,42.4181,-71.6828
1515,EAST BROOKFIELD,MA,42.2193,-72.0481
1516,DOUGLAS,MA,42.0528,-71.7509
1518,FISKDALE,MA,42.1228,-72.1178
1519,GRAFTON,MA,42.2004,-71.6868
1520,HOLDEN,MA,42.342,-71.8414
1521,HOLLAND,MA,42.0403,-72.1544
1522,JEFFERSON,MA,42.3755,-71.8706
1523,LANCASTER,MA,42.451,-71.6868
1524,LEICESTER,MA,42.237,-71.9188
1525,LINWOOD,MA,42.0973,-71.6448
1526,MANCHAUG,MA,42.0945,-71.7476
1527,MILLBURY,MA,42.1968,-71.7644
1529,MILLVILLE,MA,42.0331,-71.5798
1531,NEW BRAINTREE,MA,42.3198,-72.1306
1532,NORTHBOROUGH,MA,42.3182,-71.6464
1534,NORTHBRIDGE,MA,42.1494,-71.6564
1535,NORTH BROOKFIELD,MA,42.2665,-72.0821
1536,NORTH GRAFTON,MA,42.2297,-71.7037
1537,NORTH OXFORD,MA,42.1655,-71.886
1538,NORTH UXBRIDGE,MA,42.0876,-71.6412
1540,OXFORD,MA,42.1129,-71.8687
1541,PRINCETON,MA,42.4508,-71.8762
1542,ROCHDALE,MA,42.1997,-71.9069
1543,RUTLAND,MA,42.3762,-71.949
1545,SHREWSBURY,MA,42.2848,-71.7205
1546,SHREWSBURY,MA,42.3648,-71.8969
1550,SOUTHBRIDGE,MA,42.075,-72.0353
1560,SOUTH GRAFTON,MA,42.176,-71.6927
1561,SOUTH LANCASTER,MA,42.4435,-71.6861
1562,SPENCER,MA,42.2441,-71.9906
1564,STERLING,MA,42.4354,-71.7752
1566,STURBRIDGE,MA,42.1126,-72.0842
1568,UPTON,MA,42.1756,-71.6032
1569,UXBRIDGE,MA,42.0744,-71.6329
1570,WEBSTER,MA,42.0521,-71.8486
1571,DUDLEY,MA,42.0489,-71.8932
1581,WESTBOROUGH,MA,42.2679,-71.6176
1583,WEST BOYLSTON,MA,42.3584,-71.7838
1585,WEST BROOKFIELD,MA,42.2441,-72.1511
1586,WEST MILLBURY,MA,42.1712,-71.8037
1588,WHITINSVILLE,MA,42.1153,-71.6644
1590,SUTTON,MA,42.1266,-71.7552
1601,WORCESTER,MA,42.2626,-71.8023
1602,WORCESTER,MA,42.2703,-71.8417
1603,WORCESTER,MA,42.245,-71.838
1604,WORCESTER,MA,42.2541,-71.7746
1605,WORCESTER,MA,42.2894,-71.7888
1606,WORCESTER,MA,42.311,-71.7958
1607,WORCESTER,MA,42.2303,-71.7938
1608,WORCESTER,MA,42.2624,-71.8003
1609,WORCESTER,MA,42.2826,-71.8277
1610,WORCESTER,MA,42.2492,-71.8108
1611,CHERRY VALLEY,MA,42.2373,-71.875
1612,PAXTON,MA,42.3066,-71.9202
1613,WORCESTER,MA,42.2933,-71.802
1614,WORCESTER,MA,42.2626,-71.8023
1615,WORCESTER,MA,42.2626,-71.8023
1653,WORCESTER,MA,42.3648,-71.8969
1655,WORCESTER,MA,42.3648,-71.8969
1701,FRAMINGHAM,MA,42.3007,-71.4255
1702,FRAMINGHAM,MA,42.2822,-71.4339
1703,FRAMINGHAM,MA,42.4464,-71.4594
1704,FRAMINGHAM,MA,42.4464,-71.4594
1705,FRAMINGHAM,MA,42.4464,-71.4594
1718,ACTON,MA,42.4851,-71.4328
1719,BOXBOROUGH,MA,42.4884,-71.5178
1720,ACTON,MA,42.4751,-71.4483
1721,ASHLAND,MA,42.2539,-71.4583
1730,BEDFORD,MA,42.4843,-71.2768
1731,HANSCOM AFB,MA,42.4567,-71.2795
1740,BOLTON,MA,42.4365,-71.6076
1741,CARLISLE,MA,42.5286,-71.3519
1742,CONCORD,MA,42.4567,-71.3747
1745,FAYVILLE,MA,42.2934,-71.5028
1746,HOLLISTON,MA,42.2026,-71.4361
1747,HOPEDALE,MA,42.1268,-71.5376
1748,HOPKINTON,MA,42.219,-71.5302
1749,HUDSON,MA,42.3918,-71.5609
1752,MARLBOROUGH,MA,42.3509,-71.5434
1754,MAYNARD,MA,42.4321,-71.455
1756,MENDON,MA,42.0967,-71.5499
1757,MILFORD,MA,42.1511,-71.5274
1760,NATICK,MA,42.2875,-71.3574
1770,SHERBORN,MA,42.2331,-71.3787
1772,SOUTHBOROUGH,MA,42.2939,-71.532
1773,LINCOLN,MA,42.4217,-71.3137
1775,STOW,MA,42.4308,-71.515
1776,SUDBURY,MA,42.3837,-71.4282
1778,WAYLAND,MA,42.3486,-71.3588
1784,WOODVILLE,MA,42.2376,-71.562
1801,WOBURN,MA,42.4829,-71.1574
1803,BURLINGTON,MA,42.5089,-71.2004
1805,BURLINGTON,MA,42.5048,-71.1956
1810,ANDOVER,MA,42.6496,-71.1565
1812,ANDOVER,MA,42.6472,-71.1842
1813,WOBURN,MA,42.4793,-71.1523
1815,WOBURN,MA,42.4793,-71.1523
1821,BILLERICA,MA,42.5519,-71.2518
1822,BILLERICA,MA,42.5584,-71.2689
1824,CHELMSFORD,MA,42.5911,-71.3556
1826,DRACUT,MA,42.6764,-71.3186
1827,DUNSTABLE,MA,42.6739,-71.4952
1830,HAVERHILL,MA,42.7856,-71.0721
1831,HAVERHILL,MA,42.7711,-71.1221
1832,HAVERHILL,MA,42.7792,-71.1095
1833,GEORGETOWN,MA,42.7281,-70.9822
1834,GROVELAND,MA,42.753,-71.027
1835,HAVERHILL,MA,42.7528,-71.0843
1840,LAWRENCE,MA,42.708,-71.1638
1841,LAWRENCE,MA,42.7115,-71.167
1842,LAWRENCE,MA,42.707,-71.1631
1843,LAWRENCE,MA,42.6911,-71.1605
1844,METHUEN,MA,42.728,-71.181
1845,NORTH ANDOVER,MA,42.6826,-71.109
1850,LOWELL,MA,42.656,-71.3051
1851,LOWELL,MA,42.6315,-71.3329
1852,LOWELL,MA,42.6344,-71.2983
1853,LOWELL,MA,42.6334,-71.3162
1854,LOWELL,MA,42.6493,-71.3355
1860,MERRIMAC,MA,42.8346,-71.0047
1862,NORTH BILLERICA,MA,42.5757,-71.2902
1863,NORTH CHELMSFORD,MA,42.6347,-71.3908
1864,NORTH READING,MA,42.5819,-71.0947
1865,NUTTING LAKE,MA,42.5379,-71.2689
1866,PINEHURST,MA,42.5293,-71.2281
1867,READING,MA,42.528,-71.109
1876,TEWKSBURY,MA,42.6028,-71.2232
1879,TYNGSBORO,MA,42.6724,-71.4158
1880,WAKEFIELD,MA,42.5009,-71.0685
1885,WEST BOXFORD,MA,42.707,-71.0639
1886,WESTFORD,MA,42.5864,-71.4401
1887,WILMINGTON,MA,42.5581,-71.1723
1888,WOBURN,MA,42.4793,-71.1523
1889,NORTH READING,MA,42.5716,-71.1096
1890,WINCHESTER,MA,42.453,-71.1441
1899,ANDOVER,MA,42.6584,-71.137
1901,LYNN,MA,42.4612,-70.9467
1902,LYNN,MA,42.4698,-70.942
1903,LYNN,MA,42.4668,-70.9495
1904,LYNN,MA,42.4889,-70.9647
1905,LYNN,MA,42.4694,-70.9728
1906,SAUGUS,MA,42.4633,-71.0111
1907,SWAMPSCOTT,MA,42.4746,-70.9098
1908,NAHANT,MA,42.4261,-70.9277
1910,LYNN,MA,42.4548,-70.9747
1913,AMESBURY,MA,42.8559,-70.9367
1915,BEVERLY,MA,42.5608,-70.8759
1921,BOXFORD,MA,42.6797,-71.0114
1922,BYFIELD,MA,42.7568,-70.9351
1923,DANVERS,MA,42.5694,-70.9425
1929,ESSEX,MA,42.6286,-70.7828
1930,GLOUCESTER,MA,42.6208,-70.6721
1931,GLOUCESTER,MA,42.6159,-70.662
1936,HAMILTON,MA,42.6354,-70.8791
1937,HATHORNE,MA,42.6354,-70.8791
1938,IPSWICH,MA,42.6809,-70.8494
1940,LYNNFIELD,MA,42.5327,-71.0339
1944,MANCHESTER,MA,42.5796,-70.7674
1945,MARBLEHEAD,MA,42.4984,-70.8653
1949,MIDDLETON,MA,42.5942,-71.013
1950,NEWBURYPORT,MA,42.813,-70.8847
1951,NEWBURY,MA,42.7835,-70.8474
1952,SALISBURY,MA,42.8507,-70.8588
1960,PEABODY,MA,42.5326,-70.9612
1961,PEABODY,MA,42.6354,-70.8791
1965,PRIDES CROSSING,MA,42.5581,-70.8257
1966,ROCKPORT,MA,42.658,-70.6194
1969,ROWLEY,MA,42.7138,-70.907
1970,SALEM,MA,42.5151,-70.9003
1971,SALEM,MA,42.6354,-70.8791
1982,SOUTH HAMILTON,MA,42.6185,-70.8561
1983,TOPSFIELD,MA,42.6415,-70.9488
1984,WENHAM,MA,42.6017,-70.8786
1985,WEST NEWBURY,MA,42.7949,-70.9778
2018,ACCORD,MA,42.1745,-70.8837
2019,BELLINGHAM,MA,42.0746,-71.4768
2020,BRANT ROCK,MA,42.0818,-70.6439
2021,CANTON,MA,42.1645,-71.1355
2025,COHASSET,MA,42.2395,-70.8128
2026,DEDHAM,MA,42.2437,-71.1637
2027,DEDHAM,MA,42.18,-71.0892
2030,DOVER,MA,42.2362,-71.2854
2032,EAST WALPOLE,MA,42.1532,-71.2179
2035,FOXBORO,MA,42.0649,-71.2441
2038,FRANKLIN,MA,42.0935,-71.4058
2040,GREENBUSH,MA,42.1793,-70.7495
2041,GREEN HARBOR,MA,42.0696,-70.6491
2043,HINGHAM,MA,42.2245,-70.8911
2044,HINGHAM,MA,42.2418,-70.8898
2045,HULL,MA,42.2853,-70.8754
2047,HUMAROCK,MA,42.1428,-70.6935
2048,MANSFIELD,MA,42.0212,-71.2178
2050,MARSHFIELD,MA,42.1062,-70.6993
2051,MARSHFIELD HILLS,MA,42.1512,-70.7341
2052,MEDFIELD,MA,42.1845,-71.3048
2053,MEDWAY,MA,42.1514,-71.4217
2054,MILLIS,MA,42.1669,-71.3607
2055,MINOT,MA,42.2404,-70.762
2056,NORFOLK,MA,42.1177,-71.3269
2059,NORTH MARSHFIELD,MA,42.1432,-70.7703
2060,NORTH SCITUATE,MA,42.219,-70.7856
2061,NORWELL,MA,42.1596,-70.8217
2062,NORWOOD,MA,42.1868,-71.2033
2065,OCEAN BLUFF,MA,42.0972,-70.6516
2066,SCITUATE,MA,42.2032,-70.7525
2067,SHARON,MA,42.1094,-71.1759
2070,SHELDONVILLE,MA,42.0348,-71.387
2071,SOUTH WALPOLE,MA,42.0992,-71.2752
2072,STOUGHTON,MA,42.1253,-71.1074
2081,WALPOLE,MA,42.1444,-71.2544
2090,WESTWOOD,MA,42.2148,-71.2104
2093,WRENTHAM,MA,42.0617,-71.3396
2108,BOSTON,MA,42.3576,-71.0684
2109,BOSTON,MA,42.36,-71.0545
2110,BOSTON,MA,42.3576,-71.0514
2111,BOSTON,MA,42.3503,-71.0629
2112,BOSTON,MA,42.3584,-71.0598
2113,BOSTON,MA,42.3657,-71.056
2114,BOSTON,MA,42.3611,-71.0682
2115,BOSTON,MA,42.3427,-71.0922
2116,BOSTON,MA,42.3492,-71.0768
2117,BOSTON,MA,42.3585,-71.058
2118,BOSTON,MA,42.3362,-71.0729
2119,ROXBURY,MA,42.3251,-71.0953
2120,ROXBURY CROSSING,MA,42.3307,-71.0912
2121,DORCHESTER,MA,42.2973,-71.0745
2122,DORCHESTER,MA,42.2973,-71.0745
2123,BOSTON,MA,42.3389,-70.9196
2124,DORCHESTER CENTER,MA,42.2918,-71.0717
2125,DORCHESTER,MA,42.2973,-71.0745
2126,MATTAPAN,MA,42.2739,-71.0939
2127,BOSTON,MA,42.3347,-71.0375
2128,BOSTON,MA,42.3642,-71.0257
2129,CHARLESTOWN,MA,42.3778,-71.0627
2130,JAMAICA PLAIN,MA,42.3126,-71.1115
2131,ROSLINDALE,MA,42.2836,-71.1295
2132,WEST ROXBURY,MA,42.2787,-71.1589
2133,BOSTON,MA,42.3584,-71.0598
2134,ALLSTON,MA,42.3535,-71.1329
2135,BRIGHTON,MA,42.3478,-71.1566
2136,HYDE PARK,MA,42.254,-71.1261
2137,READVILLE,MA,42.2404,-71.137
2138,CAMBRIDGE,MA,42.377,-71.1256
2139,CAMBRIDGE,MA,42.3647,-71.1042
2140,CAMBRIDGE,MA,42.3932,-71.1338
2141,CAMBRIDGE,MA,42.3687,-71.0836
2142,CAMBRIDGE,MA,42.362,-71.083
2143,SOMERVILLE,MA,42.3829,-71.1028
2144,SOMERVILLE,MA,42.4003,-71.1221
2145,SOMERVILLE,MA,42.3907,-71.0929
2148,MALDEN,MA,42.4291,-71.0605
2149,EVERETT,MA,42.4112,-71.0514
2150,CHELSEA,MA,42.3963,-71.0325
2151,REVERE,MA,42.4138,-71.0052
2152,WINTHROP,MA,42.3763,-70.98
2153,MEDFORD,MA,42.4184,-71.1062
2155,MEDFORD,MA,42.4173,-71.1087
2156,WEST MEDFORD,MA,42.4223,-71.1328
2163,BOSTON,MA,42.3253,-71.1122
2169,QUINCY,MA,42.2491,-70.9978
2170,QUINCY,MA,42.2671,-71.0186
2171,QUINCY,MA,42.2825,-71.0241
2176,MELROSE,MA,42.4581,-71.0632
2180,STONEHAM,MA,42.4828,-71.0978
2184,BRAINTREE,MA,42.2093,-70.9963
2185,BRAINTREE,MA,42.18,-71.0892
2186,MILTON,MA,42.2537,-71.0771
2187,MILTON VILLAGE,MA,42.2668,-71.0717
2188,WEYMOUTH,MA,42.2113,-70.9582
2189,EAST WEYMOUTH,MA,42.214,-70.9203
2190,SOUTH WEYMOUTH,MA,42.1751,-70.9495
2191,NORTH WEYMOUTH,MA,42.2459,-70.9467
2196,BOSTON,MA,42.3584,-71.0598
2199,BOSTON,MA,42.3479,-71.0825
2201,BOSTON,MA,42.3584,-71.0598
2203,BOSTON,MA,42.3615,-71.0604
2204,BOSTON,MA,42.3389,-70.9196
2205,BOSTON,MA,42.3503,-71.0539
2206,BOSTON,MA,42.3389,-70.9196
2210,BOSTON,MA,42.3489,-71.0465
2211,BOSTON,MA,42.3584,-71.0598
2212,BOSTON,MA,42.3584,-71.0598
2215,BOSTON,MA,42.3471,-71.1027
2217,BOSTON,MA,42.3389,-70.9196
2222,BOSTON,MA,42.3644,-71.0633
2238,CAMBRIDGE,MA,42.3751,-71.1056
2241,BOSTON,MA,42.3584,-71.0598
2266,BOSTON,MA,42.3584,-71.0598
2269,QUINCY,MA,42.2529,-71.0023
2283,BOSTON,MA,42.3389,-70.9196
2284,BOSTON,MA,42.3389,-70.9196
2293,BOSTON,MA,42.3584,-71.0598
2297,BOSTON,MA,42.3584,-71.0598
2298,BOSTON,MA,42.3823,-71.0323
2301,BROCKTON,MA,42.0794,-71.04
2302,BROCKTON,MA,42.0847,-71.0002
2303,BROCKTON,MA,42.0834,-71.0184
2304,BROCKTON,MA,42.0834,-71.0184
2305,BROCKTON,MA,42.0834,-71.0184
2322,AVON,MA,42.1258,-71.0437
2324,BRIDGEWATER,MA,41.9773,-70.9723
2325,BRIDGEWATER,MA,41.9873,-70.9728
2327,BRYANTVILLE,MA,42.0407,-70.8272
2330,CARVER,MA,41.8883,-70.7678
2331,DUXBURY,MA,41.9705,-70.7014
2332,DUXBURY,MA,42.0399,-70.7163
2333,EAST BRIDGEWATER,MA,42.0315,-70.945
2334,EASTON,MA,42.0235,-71.1324
2337,ELMWOOD,MA,42.0098,-70.962
2338,HALIFAX,MA,42.0002,-70.8448
2339,HANOVER,MA,42.1214,-70.857
2340,HANOVER,MA,42.1137,-70.8161
2341,HANSON,MA,42.0616,-70.8651
2343,HOLBROOK,MA,42.1464,-71.0083
2344,MIDDLEBORO,MA,41.8932,-70.9112
2345,MANOMET,MA,41.8882,-70.581
2346,MIDDLEBORO,MA,41.8884,-70.893
2347,LAKEVILLE,MA,41.8374,-70.9582
2348,LAKEVILLE,MA,41.8459,-70.9495
2349,MIDDLEBORO,MA,41.8932,-70.9112
2350,MONPONSETT,MA,42.0185,-70.8475
2351,ABINGTON,MA,42.1167,-70.9543
2355,NORTH CARVER,MA,41.9169,-70.8013
2356,NORTH EASTON,MA,42.059,-71.1123
2357,NORTH EASTON,MA,42.0645,-71.0871
2358,NORTH PEMBROKE,MA,42.0932,-70.7925
2359,PEMBROKE,MA,42.0621,-70.8044
2360,PLYMOUTH,MA,41.9104,-70.642
2361,PLYMOUTH,MA,41.9705,-70.7014
2362,PLYMOUTH,MA,41.9584,-70.6673
2364,KINGSTON,MA,41.995,-70.741
2366,SOUTH CARVER,MA,41.8501,-70.7044
2367,PLYMPTON,MA,41.9655,-70.8046
2368,RANDOLPH,MA,42.1736,-71.0514
2370,ROCKLAND,MA,42.1293,-70.9133
2375,SOUTH EASTON,MA,42.0257,-71.0988
2379,WEST BRIDGEWATER,MA,42.0255,-71.0161
2381,WHITE HORSE BEACH,MA,41.9316,-70.5611
2382,WHITMAN,MA,42.0816,-70.9381
2420,LEXINGTON,MA,42.4563,-71.2167
2421,LEXINGTON,MA,42.4426,-71.2265
2445,BROOKLINE,MA,42.3259,-71.1341
2446,BROOKLINE,MA,42.3431,-71.123
2447,BROOKLINE VILLAGE,MA,42.3329,-71.1162
2451,WALTHAM,MA,42.3986,-71.2451
2452,WALTHAM,MA,42.3943,-71.218
2453,WALTHAM,MA,42.3654,-71.2317
2454,WALTHAM,MA,42.3567,-71.2505
2455,NORTH WALTHAM,MA,42.3621,-71.2055
2456,NEW TOWN,MA,42.4464,-71.4594
2457,BABSON PARK,MA,42.18,-71.0892
2458,NEWTON,MA,42.3528,-71.1875
2459,NEWTON CENTER,MA,42.3341,-71.1833
2460,NEWTONVILLE,MA,42.352,-71.2084
2461,NEWTON HIGHLANDS,MA,42.3168,-71.2084
2462,NEWTON LOWER FALLS,MA,42.3299,-71.2562
2464,NEWTON UPPER FALLS,MA,42.3129,-71.2195
2465,WEST NEWTON,MA,42.3492,-71.2267
2466,AUBURNDALE,MA,42.3441,-71.248
2467,CHESTNUT HILL,MA,42.3164,-71.1612
2468,WABAN,MA,42.3271,-71.2315
2471,WATERTOWN,MA,42.3709,-71.1828
2472,WATERTOWN,MA,42.37,-71.1773
